ISIN,Company,BBG Ticker,Sector,Industry,Country,Region,MarketCap,SustainEx,NZAF,MSCI,ENERGY_CONSUMP_INTEN_USD,WATER_WD_INTEN_RECENT,CARBON_EMISSIONS_SCOPE_12_INTEN,HAS_COMMITTED_TO_SBTI_TARGET,HAS_SBTI_APPROVED_TARGET,SUST_BIODIV_PROTECT_POL_VALUE,TARGET_SUMMARY_CUM_CHANGE_2030,SBTI_NET_ZERO_TARGET_STATUS,Average Employee Length of service,Microfinance Impact Investment,Supplier ESG training
NL0000334118,Asm International N.V.,NL0000334118,Technology,Technology,Netherlands,W Europe,31115.24,,,,0.03,86.60,11.96,0.00,1.00,0.00,-36.40,1.00,,,0.00
US00846U1016,"Agilent Technologies, Inc.",US00846U1016,Health Care,Health Care,United States,N America,41323.47,,,,0.02,63.08,7.20,0.00,1.00,0.00,-70.13,1.00,,,0.00
JP3753000003,Nippon Yusen Kabushiki Kaisha,JP3753000003,Industrials,Ind. Goods & Services,Japan,APAC,15047.00,,,,2.17,43.94,576.50,0.00,1.00,0.00,3.47,0.00,,,0.00
JP3180400008,"Osaka Gas Co., Ltd.",JP3180400008,Utilities,Utilities,Japan,APAC,8901.60,,,,1.56,32111.05,276.68,0.00,0.00,0.00,-2.17,0.00,,,0.00
INE860A01027,Hcl Technologies Limited,INE860A01027,Technology,Technology,India,Em APAC,59216.54,,,,0.02,70.69,14.10,0.00,1.00,0.00,-75.93,0.00,,,1.00
US00971T1016,"Akamai Technologies, Inc.",US00971T1016,Technology,Technology,United States,N America,15792.02,,,,0.20,,25.40,1.00,0.00,0.00,-37.77,0.00,,,0.00
ES0125220311,"Acciona, S.A.",ES0125220311,Industrials,Construction & Mats,Spain,W Europe,7174.20,,,,0.20,1369583.57,18.54,0.00,1.00,0.00,-74.99,1.00,,,1.00
ZAE000066692,Aspen Pharmacare Holdings Limited,ZAE000066692,Health Care,Health Care,South Africa,ROW,4955.51,,,,0.14,492.36,69.28,0.00,0.00,0.00,,0.00,,,1.00
FR0000133308,Orange Sa,FR0000133308,Telecommunications,Telecommunications,France,W Europe,29242.69,,,,0.13,19.83,22.33,0.00,1.00,1.00,-42.92,1.00,,,1.00
US1696561059,"Chipotle Mexican Grill, Inc.",US1696561059,Consumer Discretion,Travel & Leisure,United States,N America,80319.75,,,,0.14,,31.57,0.00,1.00,0.00,-65.59,0.00,,,0.00
US12572Q1058,Cme Group Inc.,US12572Q1058,Financials,Financial Services,United States,N America,79840.63,,,,0.01,,2.70,0.00,0.00,0.00,,0.00,,,0.00
PLBUDMX00013,Budimex Spolka Akcyjna,PLBUDMX00013,Industrials,Construction & Mats,Poland,Em Europe,3946.55,,,,0.10,109.46,43.66,0.00,0.00,0.00,3.97,0.00,,,0.00
AU000000SUN6,Suncorp Group Limited,AU000000SUN6,Financials,Insurance,Australia,APAC,16328.28,,,,0.00,1.69,1.77,0.00,0.00,0.00,-32.64,0.00,,,1.00
US3696043013,General Electric Company,US3696043013,Industrials,Ind. Goods & Services,United States,N America,207276.80,,,,0.08,212.10,21.29,0.00,0.00,0.00,-26.83,0.00,,,1.00
NZTELE0001S4,Spark New Zealand Limited,NZTELE0001S4,Telecommunications,Telecommunications,New Zealand,APAC,3430.07,,,,0.05,,5.61,0.00,1.00,0.00,-94.76,0.00,,,1.00
HK1093012172,Cspc Pharmaceutical Group Limited,HK1093012172,Health Care,Health Care,Hong Kong,Em APAC,10563.93,,,,3.10,2656.02,255.50,0.00,0.00,0.00,6.23,0.00,,,1.00
CA1363751027,Canadian National Railway Co,CA1363751027,Industrials,Ind. Goods & Services,Canada,N America,72899.11,,,,1.65,,410.40,0.00,1.00,0.00,-29.38,1.00,,,1.00
JP3497400006,"Daifuku Co.,Ltd.",JP3497400006,Industrials,Ind. Goods & Services,Japan,APAC,7226.86,,,,0.05,48.58,6.26,0.00,1.00,0.00,-11.67,0.00,,,1.00
US14040H1059,Capital One Financial Corporation,US14040H1059,Industrials,Ind. Goods & Services,United States,N America,60464.84,,,,0.01,13.43,2.40,0.00,0.00,0.00,-91.48,0.00,,121.25,0.00
CA12532H1047,Cgi Inc.,CA12532H1047,Technology,Technology,Canada,N America,26258.08,,,,0.02,134.57,4.70,0.00,0.00,0.00,3.23,0.00,7.00,,0.00
US1331311027,Camden Property Trust,US1331311027,Real Estate,Real Estate,United States,N America,12722.61,,,,0.19,,53.50,0.00,0.00,0.00,7.00,0.00,6.20,,0.00
CA3759161035,Gildan Activewear Inc,CA3759161035,Consumer Discretion,Consumer Prod & Svs,Canada,N America,7739.57,,,,0.81,6337.38,214.47,0.00,1.00,0.00,-2.77,0.00,,,0.00
US0530151036,"Automatic Data Processing, Inc.",US0530151036,Industrials,Ind. Goods & Services,United States,N America,117600.70,,,,0.02,,5.10,0.00,0.00,0.00,-28.79,0.00,7.00,,0.00
BMG2113B1081,China Resources Gas Group Limited,BMG2113B1081,Utilities,Utilities,Hong Kong,Em APAC,9274.73,,,,0.03,126.70,11.60,0.00,0.00,0.00,,0.00,,,0.00
US74834L1008,Quest Diagnostics Incorporated,US74834L1008,Health Care,Health Care,United States,N America,16549.52,,,,0.07,,39.70,0.00,0.00,0.00,,0.00,,,0.00
JP3866800000,Panasonic Holdings Corporation,JP3866800000,Consumer Discretion,Consumer Prod & Svs,Japan,APAC,21351.94,,,,3.27,242.55,33.00,0.00,1.00,0.00,-22.40,1.00,,,1.00
CNE1000000S2,"Bank Of Communications Co., Ltd.",CNE1000000S2,Financials,Banks,China,Em APAC,67648.72,,,,0.00,3.58,5.65,0.00,0.00,0.00,,0.00,,1234.97,0.00
US26875P1012,"Eog Resources, Inc.",US26875P1012,Energy,Energy,United States,N America,75310.94,,,,0.03,993.41,184.07,0.00,0.00,1.00,,0.00,,,1.00
CLP1506A1070,Banco Santander-Chile,CLP1506A1070,Financials,Banks,Chile,Lat Am,9451.10,,,,0.00,17.24,1.00,0.00,0.00,0.00,-95.93,0.00,,676.16,1.00
CNE000001BC8,"Zhejiang China Commodities City Group Co., Ltd",CNE000001BC8,Consumer Discretion,Retailers,China,Em APAC,8614.23,,,,0.12,,35.20,0.00,0.00,0.00,,0.00,,,0.00
TREBIMM00018,Bim Birlesik Magazalar Anonim Sirketi,TREBIMM00018,Consumer Staples,Drug & Grocery Stores,Turkey,Em Europe,8251.05,,,,0.09,74.45,70.30,0.00,0.00,0.00,,0.00,,,0.00
US5018892084,Lkq Corporation,US5018892084,Consumer Discretion,Automobiles & Parts,United States,N America,10277.51,,,,0.02,,27.80,0.00,0.00,0.00,5.98,0.00,,,0.00
CNE0000015Y0,"China Minsheng Banking Corp., Ltd.",CNE0000015Y0,Financials,Banks,China,Em APAC,22988.83,,,,0.00,16.49,1.95,0.00,0.00,0.00,,0.00,,2070.35,0.00
TH0737010Y08,Cp All Public Company Limited,TH0737010Y08,Consumer Staples,Drug & Grocery Stores,Thailand,Em APAC,17578.25,,,,0.17,800.62,80.91,1.00,0.00,1.00,-29.25,1.00,,,1.00
BRCSANACNOR6,Cosan S.A,BRCSANACNOR6,Energy,Energy,Brazil,Lat Am,4004.32,,,,0.59,,499.02,0.00,0.00,0.00,-16.90,0.00,,,1.00
JP3868400007,Mazda Motor Corporation,JP3868400007,Consumer Discretion,Automobiles & Parts,Japan,APAC,4514.25,,,,0.12,,21.80,0.00,0.00,0.00,7.95,0.00,,,1.00
DK0010274414,Danske Bank A/S,DK0010274414,Financials,Banks,Denmark,W Europe,25200.80,,,,0.01,4.06,0.50,1.00,0.00,0.00,6.48,1.00,10.00,,0.00
KR7028300002,Hlb Inc.,KR7028300002,Health Care,Health Care,South Korea,APAC,7054.34,,,,0.02,61.27,4.10,0.00,0.00,0.00,,0.00,4.30,,0.00
IE0002424939,Dcc Public Limited Company,IE0002424939,Industrials,Ind. Goods & Services,United Kingdom,W Europe,6528.42,,,,0.02,,3.70,0.00,0.00,0.00,-28.61,0.00,,,1.00
CNE000001HC5,"Yunnan Chihong Zinc & Germanium Co., Ltd.",CNE000001HC5,Basic Materials,Basic Resources,China,Em APAC,3962.42,,,,1.84,2425.66,832.94,0.00,0.00,0.00,,0.00,,,1.00
SE0015988019,Nibe Industrier Ab,SE0015988019,Industrials,Construction & Mats,Sweden,W Europe,9328.89,,,,0.07,135.48,8.30,0.00,0.00,0.00,7.37,0.00,8.30,,1.00
TW0002301009,Lite-On Technology Corporation,TW0002301009,Technology,Technology,Taiwan,Em APAC,7327.86,,,,0.06,427.59,48.30,0.00,1.00,0.00,7.35,1.00,5.10,,1.00
US4435106079,Hubbell Incorporated,US4435106079,Industrials,Ind. Goods & Services,United States,N America,24509.10,,,,0.08,89.79,25.40,0.00,0.00,0.00,6.28,0.00,,,0.00
TW0002880002,"Hua Nan Financial Holdings Co., Ltd.",TW0002880002,Financials,Banks,Taiwan,Em APAC,10850.58,,,,0.01,61.45,6.90,0.00,0.00,0.00,,0.00,14.15,293.32,0.00
TW0002886009,Mega Financial Holding Company Ltd.,TW0002886009,Financials,Banks,Taiwan,Em APAC,17878.19,,,,0.01,61.45,6.80,0.00,1.00,0.00,9.22,1.00,,,1.00
TW0002890001,Sinopac Financial Holdings Company Limited,TW0002890001,Financials,Banks,Taiwan,Em APAC,9240.90,,,,0.02,49.67,8.50,0.00,1.00,0.00,7.64,1.00,,,1.00
JP3358000002,Shimano Inc.,JP3358000002,Consumer Discretion,Consumer Prod & Svs,Japan,APAC,14595.77,,,,0.06,,18.79,0.00,0.00,0.00,,0.00,,,0.00
ZAE000066304,Firstrand Limited,ZAE000066304,Financials,Banks,South Africa,ROW,26461.97,,,,0.02,,15.26,0.00,0.00,0.00,8.64,0.00,,,0.00
TRAOTOSN91H6,Ford Otomotiv Sanayi Anonim Sirketi,TRAOTOSN91H6,Consumer Discretion,Automobiles & Parts,Turkey,Em Europe,9598.20,,,,0.08,130.95,35.12,1.00,0.00,0.00,-22.16,1.00,,,1.00
TW0003231007,Wistron Corporation,TW0003231007,Technology,Technology,Taiwan,Em APAC,9763.26,,,,0.02,119.01,10.10,0.00,1.00,0.00,7.70,1.00,5.87,,1.00
CNE000000230,"Fuyao Glass Industry Group Co., Ltd.",CNE000000230,Industrials,Ind. Goods & Services,China,Em APAC,20640.74,,,,1.51,1601.36,547.90,0.00,0.00,0.00,5.83,0.00,,,1.00
CH0030170408,Geberit Ag,CH0030170408,Industrials,Construction & Mats,Switzerland,W Europe,21441.23,,,,0.21,247.78,41.10,0.00,0.00,0.00,,0.00,,,0.00
AU000000FMG4,Fortescue Ltd,AU000000FMG4,Basic Materials,Basic Resources,Australia,APAC,40439.70,,,,0.52,9469.57,152.28,1.00,0.00,0.00,-45.40,1.00,,,0.00
MYL5398OO002,Gamuda Berhad,MYL5398OO002,Industrials,Construction & Mats,Malaysia,Em APAC,5361.81,,,,0.02,939.97,24.10,1.00,0.00,0.00,,1.00,,,1.00
MXP4948K1056,"Gruma, S.A.B. De C.V.",MXP4948K1056,Consumer Staples,"Food, Bev. and Tobacc",Mexico,Lat Am,6525.97,,,,0.67,1377.06,183.10,0.00,0.00,0.00,,0.00,,,0.00
US4943681035,Kimberly-Clark Corporation,US4943681035,Consumer Staples,Drug & Grocery Stores,United States,N America,47910.38,,,,0.76,,164.41,0.00,1.00,0.00,-9.02,0.00,,,0.00
US1431301027,"Carmax, Inc.",US1431301027,Consumer Discretion,Retailers,United States,N America,11176.24,,,,0.03,,5.40,0.00,0.00,0.00,-28.86,0.00,,,0.00
CNE100000619,"Western Mining Co., Ltd.",CNE100000619,Basic Materials,Basic Resources,China,Em APAC,6015.73,,,,0.77,3001.41,313.69,0.00,0.00,0.00,1.75,0.00,,,1.00
CNE000001FH8,"Shanxi Coal International Energy Group Co., Ltd.",CNE000001FH8,Energy,Energy,China,Em APAC,3674.89,,,,0.80,,536.70,0.00,0.00,0.00,,0.00,,,0.00
CNE0000005Q7,Shenergy Company Limited,CNE0000005Q7,Utilities,Utilities,China,Em APAC,5734.19,,,,1.66,,6525.40,0.00,0.00,0.00,,0.00,,,0.00
CNE000000C66,"Shanghai Baosight Software Co., Ltd.",CNE000000C66,Technology,Technology,China,Em APAC,10346.99,,,,0.48,663.94,6.11,0.00,0.00,0.00,,0.00,,,1.00
NL0000009165,Heineken N.V.,NL0000009165,Consumer Staples,"Food, Bev. and Tobacc",Netherlands,W Europe,48665.13,,,,0.27,2564.15,48.20,0.00,1.00,0.00,-35.75,1.00,,,1.00
CNE000000JP5,"Inner Mongolia Yili Industrial Group Co., Ltd.",CNE000000JP5,Consumer Staples,"Food, Bev. and Tobacc",China,Em APAC,24637.18,,,,0.21,202.74,98.36,1.00,0.00,0.00,,1.00,,,1.00
CNE000000DH5,"Shanxi Xinghuacun Fen Wine Factory Co., Ltd.",CNE000000DH5,Consumer Staples,"Food, Bev. and Tobacc",China,Em APAC,34415.56,,,,0.17,,46.16,0.00,0.00,0.00,,0.00,,,0.00
CNE000000HP9,"Meihua Holdings Group Co., Ltd",CNE000000HP9,Consumer Staples,"Food, Bev. and Tobacc",China,Em APAC,4085.26,,,,1.46,7636.12,2380.07,0.00,0.00,0.00,,0.00,,,1.00
SE0000106270,H & M Hennes & Mauritz Ab,SE0000106270,Consumer Discretion,Retailers,Sweden,W Europe,26665.68,,,,0.07,,23.27,0.00,1.00,1.00,-45.92,1.00,,,1.00
KR7009540006,"Hd Korea Shipbuilding & Offshore Engineering Co., Ltd.",KR7009540006,Industrials,Ind. Goods & Services,South Korea,APAC,9712.63,,,,0.00,571.49,70.06,0.00,0.00,0.00,5.04,0.00,,,1.00
DE000CBK1001,Commerzbank Aktiengesellschaft.,DE000CBK1001,Financials,Banks,Germany,W Europe,21612.70,,,,0.01,,1.20,0.00,1.00,0.00,7.09,0.00,22.00,,0.00
KR7005380001,Hyundai Motor Company,KR7005380001,Consumer Discretion,Automobiles & Parts,South Korea,APAC,46682.70,,,,0.07,176.90,21.19,0.00,0.00,0.00,-36.87,0.00,,,1.00
US3703341046,"General Mills, Inc.",US3703341046,Consumer Staples,"Food, Bev. and Tobacc",United States,N America,39310.79,,,,0.14,457.67,41.40,0.00,1.00,0.00,-18.46,1.00,,,1.00
KR7024110009,Industrial Bank Of Korea,KR7024110009,Financials,Banks,South Korea,APAC,8319.94,,,,0.01,7.38,5.00,0.00,1.00,0.00,3.36,0.00,,32.14,0.00
PHY444251177,"Jg Summit Holdings, Inc.",PHY444251177,Industrials,Ind. Goods & Services,Philippines,Em APAC,3457.47,,,,1.60,5152.53,426.00,0.00,0.00,0.00,,0.00,,,0.00
CNE0000014W7,"Jiangsu Hengrui Pharmaceuticals Co.,Ltd",CNE0000014W7,Health Care,Health Care,China,Em APAC,45313.33,,,,0.14,1199.65,66.50,0.00,0.00,0.00,,0.00,,,1.00
ZAE000083648,Impala Platinum Holdings Limited,ZAE000083648,Basic Materials,Basic Resources,South Africa,ROW,5533.64,,,,0.97,4758.52,563.70,1.00,0.00,1.00,-3.34,1.00,,,0.00
GB00BHJYC057,Intercontinental Hotels Group Plc,GB00BHJYC057,Consumer Discretion,Travel & Leisure,United Kingdom,W Europe,17598.74,,,,6.46,32421.45,274.20,0.00,1.00,0.00,-41.12,0.00,,,1.00
ES0148396007,"Industria De Diseno Textil, S.A.",ES0148396007,Consumer Discretion,Retailers,Spain,W Europe,181526.11,,,,0.05,50.33,0.29,0.00,1.00,0.00,-52.97,1.00,,,1.00
DK0062498333,Novo Nordisk A/S,DK0062498333,Health Care,Health Care,Denmark,W Europe,537422.29,,,,0.04,120.58,3.62,0.00,1.00,0.00,-100.00,1.00,,,1.00
GB0007908733,Sse Plc,GB0007908733,Utilities,Utilities,United Kingdom,W Europe,26436.05,,,,0.01,1512160.28,422.17,0.00,1.00,1.00,-41.62,0.00,8.70,,1.00
KR7066570003,Lg Electronics Inc.,KR7066570003,Consumer Discretion,Consumer Prod & Svs,South Korea,APAC,12564.21,,,,0.03,99.25,14.60,0.00,1.00,0.00,-1.98,0.00,,,1.00
DK0060636678,Tryg A/S,DK0060636678,Financials,Insurance,Denmark,W Europe,14729.69,,,,0.00,,0.50,0.00,0.00,0.00,4.82,0.00,,,1.00
TRAKCHOL91Q8,Koc Holding Anonim Sirketi,TRAKCHOL91Q8,Energy,Energy,Turkey,Em Europe,12948.20,,,,0.61,761.98,155.40,0.00,0.00,0.00,7.09,0.00,,,1.00
TRATCELL91M1,Turkcell Iletisim Hizmetleri Anonim Sirketi,TRATCELL91M1,Telecommunications,Telecommunications,Turkey,Em Europe,5395.23,,,,0.37,54.12,5.60,0.00,1.00,0.00,-31.03,0.00,,,1.00
US58933Y1055,"Merck & Co., Inc.",US58933Y1055,Health Care,Health Care,United States,N America,278144.60,,,,0.09,322.18,17.95,0.00,1.00,0.00,-92.23,1.00,,,1.00
JP3762600009,"Nomura Holdings, Inc.",JP3762600009,Financials,Financial Services,Japan,APAC,16743.45,,,,0.01,11.51,3.30,0.00,0.00,0.00,9.32,0.00,,,1.00
INE356A01018,Mphasis Limited,INE356A01018,Technology,Technology,India,Em APAC,6473.82,,,,0.01,,9.63,0.00,0.00,0.00,,0.00,,,1.00
INE585B01010,Maruti Suzuki India Limited,INE585B01010,Consumer Discretion,Automobiles & Parts,India,Em APAC,47781.72,,,,0.11,143.44,30.10,0.00,0.00,0.00,,0.00,,,1.00
SE0000112724,Svenska Cellulosa Aktiebolaget Sca,SE0000112724,Basic Materials,Basic Resources,Sweden,W Europe,9915.36,,,,5.44,,153.80,0.00,0.00,0.00,-27.19,0.00,,,1.00
FR0000120693,Pernod Ricard Sa,FR0000120693,Consumer Staples,"Food, Bev. and Tobacc",France,W Europe,34988.10,,,,0.15,2122.07,23.09,0.00,1.00,0.00,-31.68,1.00,,,1.00
TH0646010Z00,Ptt Public Company Limited,TH0646010Z00,Energy,Energy,Thailand,Em APAC,29338.15,,,,1.47,,467.00,0.00,0.00,0.00,7.66,0.00,,,1.00
CH0024608827,Partners Group Holding Ag,CH0024608827,Financials,Financial Services,Switzerland,W Europe,39784.23,,,,0.00,,1.33,0.00,0.00,0.00,-100.00,0.00,,,0.00
FR0000121485,Kering Sa,FR0000121485,Consumer Discretion,Consumer Prod & Svs,France,W Europe,32302.43,,,,0.02,44.53,5.45,0.00,1.00,1.00,-100.00,1.00,7.10,,1.00
SA000A0DPSH3,The Company For Cooperative Insurance Sjsc,SA000A0DPSH3,Financials,Insurance,Saudi Arabia,ROW,5591.83,,,,0.02,,1.50,0.00,0.00,0.00,,0.00,,,0.00
SA000A0BLA62,Jarir Marketing Company Sjsc,SA000A0BLA62,Consumer Discretion,Retailers,Saudi Arabia,ROW,4166.72,,,,,,3.80,0.00,0.00,0.00,,0.00,,,0.00
SA11U0S23612,Dar Al Arkan Real Estate Development Company Sjsc,SA11U0S23612,Real Estate,Real Estate,Saudi Arabia,ROW,4233.18,,,,0.05,,14.57,0.00,0.00,0.00,,0.00,,,0.00
SA0007879550,Saudi Electricity Company Sjsc,SA0007879550,Utilities,Utilities,Saudi Arabia,ROW,17973.41,,,,0.07,385092.28,11091.20,0.00,0.00,0.00,-25.82,0.00,,,0.00
US5705351048,Markel Group Inc.,US5705351048,Financials,Insurance,United States,N America,20158.28,,,,0.00,,1.34,0.00,0.00,0.00,,0.00,,,0.00
QA0007227737,Ooredoo Q.P.S.C.,QA0007227737,Telecommunications,Telecommunications,Qatar,ROW,9853.24,,,,0.04,207.29,120.20,0.00,0.00,0.00,,0.00,,,0.00
US7445731067,Public Service Enterprise Group Incorporated,US7445731067,Utilities,Utilities,United States,N America,43668.80,,,,0.63,,292.70,1.00,0.00,0.00,-23.64,0.00,14.00,,0.00
US84265V1052,Southern Copper Corporation,US84265V1052,Basic Materials,Basic Resources,United States,N America,92410.13,,,,1.32,11442.83,362.70,0.00,0.00,0.00,,0.00,,,0.00
US6556631025,Nordson Corporation,US6556631025,Industrials,Ind. Goods & Services,United States,N America,14673.93,,,,,,14.20,0.00,0.00,0.00,7.09,0.00,9.00,,0.00
US45784P1012,Insulet Corporation,US45784P1012,Health Care,Health Care,United States,N America,16343.93,,,,0.01,662.11,3.80,0.00,0.00,0.00,,0.00,,,0.00
US7475251036,Qualcomm Incorporated,US7475251036,Technology,Technology,United States,N America,189357.90,,,,0.00,53.15,6.00,0.00,1.00,0.00,-85.41,1.00,,,1.00
CA7392391016,Power Corporation Of Canada,CA7392391016,Financials,Insurance,Canada,N America,18978.45,,,,0.00,67.93,0.84,0.00,0.00,0.00,7.31,0.00,,,0.00
US6098391054,"Monolithic Power Systems, Inc.",US6098391054,Technology,Technology,United States,N America,45752.28,,,,0.03,,16.40,0.00,0.00,0.00,,0.00,,,0.00
US0235865062,U-Haul Holding Company,US0235865062,Consumer Discretion,Consumer Prod & Svs,United States,N America,13458.96,,,,0.59,,10.80,0.00,0.00,0.00,,0.00,,,0.00
GB00BP6MXD84,Shell Plc,GB00BP6MXD84,Energy,Energy,United Kingdom,W Europe,212522.42,,,,0.63,500.39,241.90,0.00,0.00,0.00,-14.15,0.00,,,0.00
FR0000131906,Renault Sa,FR0000131906,Consumer Discretion,Automobiles & Parts,France,W Europe,12731.94,,,,0.06,202.95,10.13,0.00,1.00,1.00,1.20,0.00,,,0.00
US9497461015,Wells Fargo & Company,US9497461015,Financials,Banks,United States,N America,207595.90,,,,0.03,,8.47,0.00,0.00,0.00,-28.44,0.00,,,1.00
GB0004082847,Standard Chartered Plc,GB0004082847,Financials,Banks,United Kingdom,W Europe,27252.67,,,,0.01,15.90,2.04,0.00,0.00,0.00,-100.00,0.00,,46.15,0.00
ZAE000012084,Shoprite Holdings Limited,ZAE000012084,Consumer Staples,Drug & Grocery Stores,South Africa,ROW,9874.42,,,,0.23,389.30,219.00,0.00,1.00,0.00,-15.63,0.00,,,0.00
GB00B10RZP78,Unilever Plc,GB00B10RZP78,Consumer Staples,Drug & Grocery Stores,United Kingdom,W Europe,155995.37,,,,0.11,459.74,11.07,0.00,1.00,1.00,-38.31,0.00,,,1.00
US9139031002,"Universal Health Services, Inc.",US9139031002,Health Care,Health Care,United States,N America,14295.88,,,,0.12,,39.13,0.00,0.00,0.00,,0.00,,,0.00
KYG8878S1030,Tingyi (Cayman Islands) Holding Corp.,KYG8878S1030,Consumer Staples,"Food, Bev. and Tobacc",Hong Kong,Em APAC,9004.29,,,,0.50,4755.99,194.02,0.00,0.00,0.00,,0.00,,,0.00
CA8911605092,Toronto-Dominion Bank,CA8911605092,Financials,Banks,Canada,N America,99625.90,,,,0.01,26.54,2.76,0.00,0.00,0.00,-100.00,0.00,,,1.00
US98389B1008,Xcel Energy Inc.,US98389B1008,Utilities,Utilities,United States,N America,34737.86,,,,16.65,140579.49,2527.76,0.00,0.00,0.00,,0.00,,,0.00
AT0000937503,Voestalpine Ag,AT0000937503,Basic Materials,Basic Resources,Austria,W Europe,4033.14,,,,2.02,37422.99,724.79,0.00,1.00,0.00,-18.12,0.00,,,0.00
GB00B1FH8J72,Severn Trent Plc,GB00B1FH8J72,Utilities,Utilities,United Kingdom,W Europe,9952.88,,,,0.81,267075.93,211.90,0.00,1.00,0.00,-20.50,0.00,,,1.00
US8330341012,Snap-On Incorporated,US8330341012,Industrials,Ind. Goods & Services,United States,N America,15373.33,,,,0.08,115.59,21.00,0.00,0.00,0.00,,0.00,,,0.00
GB00B39J2M42,United Utilities Group Plc,GB00B39J2M42,Utilities,Utilities,United Kingdom,W Europe,9187.27,,,,0.47,,115.58,1.00,1.00,0.00,-30.62,1.00,,,1.00
US9699041011,"Williams-Sonoma, Inc.",US9699041011,Consumer Discretion,Retailers,United States,N America,18237.08,,,,0.04,,7.70,0.00,1.00,0.00,-4.14,0.00,,,1.00
INE070A01015,Shree Cement Limited,INE070A01015,Industrials,Construction & Mats,India,Em APAC,10444.85,,,,10.96,965.09,8241.36,0.00,1.00,0.00,0.50,0.00,,,0.00
INE467B01029,Tata Consultancy Services Limited,INE467B01029,Technology,Technology,India,Em APAC,178567.31,,,,0.02,83.43,5.00,1.00,0.00,1.00,7.97,0.00,,,1.00
INE192A01025,Tata Consumer Products Limited,INE192A01025,Consumer Staples,"Food, Bev. and Tobacc",India,Em APAC,13099.84,,,,0.06,176.60,16.10,0.00,0.00,0.00,-9.21,0.00,,,0.00
TW0005347009,Vanguard International Semiconductor Corporation,TW0005347009,Technology,Technology,Taiwan,Em APAC,5193.09,,,,0.62,4228.64,542.10,0.00,0.00,0.00,3.78,0.00,9.00,,1.00
BRBRFSACNOR8,Brf S.A.,BRBRFSACNOR8,Consumer Staples,"Food, Bev. and Tobacc",Brazil,Lat Am,6792.19,,,,0.93,5150.08,45.10,1.00,0.00,1.00,7.28,1.00,,,1.00
SA0007879055,Bank Aljazira Sjsc,SA0007879055,Financials,Banks,Saudi Arabia,ROW,4503.42,,,,0.06,0.13,5.30,0.00,0.00,0.00,,0.00,,,0.00
SA0007879063,The Saudi Investment Bank Sjsc,SA0007879063,Financials,Banks,Saudi Arabia,ROW,4386.93,,,,0.03,47.75,14.07,0.00,0.00,0.00,,0.00,,805.88,0.00
CNE000001CS2,China United Network Communications Limited,CNE000001CS2,Telecommunications,Telecommunications,China,Em APAC,23084.58,,,,0.49,283.99,261.70,0.00,0.00,0.00,,0.00,,,0.00
CNE0000016J9,"Wanhua Chemical Group Co., Ltd.",CNE0000016J9,Basic Materials,Chemicals,China,Em APAC,36431.56,,,,1.48,3341.46,1264.30,0.00,0.00,0.00,-11.07,0.00,,,1.00
KR7009150004,"Samsung Electro-Mechanics Co.,Ltd",KR7009150004,Technology,Technology,South Korea,APAC,7318.95,,,,0.41,,180.10,0.00,0.00,0.00,-61.93,0.00,9.80,,1.00
KR7005930003,"Samsung Electronics Co., Ltd.",KR7005930003,Telecommunications,Telecommunications,South Korea,APAC,291807.55,,,,0.18,723.57,83.23,0.00,0.00,0.00,4.84,0.00,,,1.00
CNE000000040,"Ping An Bank Co., Ltd.",CNE000000040,Financials,Banks,China,Em APAC,32183.38,,,,0.01,24.22,4.00,0.00,0.00,0.00,,0.00,,1441.96,0.00
COB07PA00078,Bancolombia S.A.,COB07PA00078,Financials,Banks,Colombia,Lat Am,8189.69,,,,0.01,41.47,2.97,1.00,0.00,0.00,1.99,0.00,,321.71,0.00
TW0001605004,Walsin Lihwa Corporation,TW0001605004,Industrials,Ind. Goods & Services,Taiwan,Em APAC,4007.28,,,,0.42,289.65,105.90,0.00,0.00,0.00,,0.00,6.90,,1.00
PHY5764J1483,Manila Electric Co.,PHY5764J1483,Utilities,Utilities,Philippines,Em APAC,9436.77,,,,0.01,156996.62,1098.70,0.00,0.00,0.00,-28.57,0.00,,,0.00
KR7096770003,"Sk Innovation Co., Ltd.",KR7096770003,Energy,Energy,South Korea,APAC,8480.57,,,,0.78,,180.50,0.00,0.00,0.00,-27.80,0.00,13.14,,1.00
QA0006929895,Qatar National Bank (Q.P.S.C.),QA0006929895,Financials,Banks,Qatar,ROW,43860.73,,,,0.01,16.75,4.30,0.00,0.00,0.00,,0.00,,0.00,0.00
CNE0000002Y8,Livzon Pharmaceutical Group Inc.,CNE0000002Y8,Health Care,Health Care,China,Em APAC,4549.07,,,,0.69,3540.28,311.36,0.00,0.00,0.00,-6.23,0.00,8.75,,1.00
AEA002001013,Aldar Properties Pjsc,AEA002001013,Real Estate,Real Estate,United Arab Emirates,ROW,15755.11,,,,0.21,1550.27,74.10,1.00,0.00,0.00,-94.29,1.00,,,1.00
KW0EQ0100010,National Bank Of Kuwait S.A.K.P,KW0EQ0100010,Financials,Banks,Kuwait,ROW,23552.11,,,,0.01,,4.49,0.00,0.00,1.00,8.69,0.00,,7.61,0.00
KW0EQ0100028,Gulf Bank K.S.C.P,KW0EQ0100028,Financials,Banks,Kuwait,ROW,3622.46,,,,0.02,,0.90,0.00,0.00,0.00,,0.00,,,0.00
